Date,Open,High,Low,Close,Volume,Adj Close
2003-02-06,843.59,844.23,833.25,838.15,1430900000,838.15
2003-02-05,848.20,861.63,842.11,843.59,1450800000,843.59
2003-02-04,860.32,860.32,840.19,848.20,1451600000,848.20
2003-02-03,855.70,864.64,855.70,860.32,1258500000,860.32
2003-01-31,844.61,858.33,840.34,855.70,1578530000,855.70
2003-01-30,864.36,865.48,843.74,844.61,1510300000,844.61
2003-01-29,858.54,868.72,845.86,864.36,1595400000,864.36
2003-01-28,847.48,860.76,847.48,858.54,1459100000,858.54
2003-01-27,861.40,863.95,844.25,847.48,1435900000,847.48
2003-01-24,887.34,887.34,859.71,861.40,1574800000,861.40
2003-01-23,878.36,890.25,876.89,887.34,1744550000,887.34
2003-01-22,887.62,889.74,877.64,878.36,1560800000,878.36
2003-01-21,901.78,906.00,887.62,887.62,1335200000,887.62
2003-01-17,914.60,914.60,899.02,901.78,1358200000,901.78
2003-01-16,918.22,926.03,911.98,914.60,1534600000,914.60
2003-01-15,931.66,932.59,916.70,918.22,1432100000,918.22
2003-01-14,926.26,931.66,921.72,931.66,1379400000,931.66
2003-01-13,927.57,935.05,922.05,926.26,1396300000,926.26
2003-01-10,927.58,932.89,917.66,927.57,1485400000,927.57
2003-01-09,909.93,928.31,909.93,927.57,1560300000,927.57
2003-01-08,922.93,922.93,908.32,909.93,1467600000,909.93
2003-01-07,929.01,930.81,919.93,922.93,1545200000,922.93
2003-01-06,908.59,931.77,908.59,929.01,1435900000,929.01
2003-01-03,909.03,911.25,903.07,908.59,1130800000,908.59
2003-01-02,879.82,909.03,879.82,909.03,1229200000,909.03
2002-12-31,879.39,881.93,869.45,879.82,1088500000,879.82
2002-12-30,875.40,882.10,870.23,879.39,1057800000,879.39
2002-12-27,889.66,890.46,873.62,875.40,758400000,875.40
2002-12-26,892.47,903.89,887.48,889.66,721100000,889.66
2002-12-24,897.38,897.38,892.29,892.47,458310000,892.47
2002-12-23,895.74,902.43,892.26,897.38,1112100000,897.38
2002-12-20,884.25,897.79,884.25,895.76,1782730000,895.76
2002-12-19,890.02,899.19,880.32,884.25,1385900000,884.25
2002-12-18,902.99,902.99,887.82,891.12,1446200000,891.12
2002-12-17,910.40,911.22,901.74,902.99,1251800000,902.99
2002-12-16,889.48,910.42,889.48,910.40,1271600000,910.40
2002-12-13,901.58,901.58,888.48,889.48,1330800000,889.48
2002-12-12,904.96,908.37,897.00,901.58,1255300000,901.58
2002-12-11,904.45,909.94,896.48,904.96,1285100000,904.96
2002-12-10,892.00,904.95,892.00,904.45,1286600000,904.45
2002-12-09,912.23,912.23,891.97,892.00,1320800000,892.00
2002-12-06,906.55,915.48,895.96,912.23,1241100000,912.23
2002-12-05,917.58,921.49,905.90,906.55,1250200000,906.55
2002-12-04,920.75,925.25,909.51,917.58,1588900000,917.58
2002-12-03,934.53,934.53,918.73,920.75,1488400000,920.75
2002-12-02,936.31,954.28,927.72,934.53,1612000000,934.53
2002-11-29,938.87,941.82,935.58,936.31,643460000,936.31
2002-11-27,913.31,940.41,913.31,938.87,1350300000,938.87
2002-11-26,932.87,932.87,912.10,913.31,1543600000,913.31
2002-11-25,930.55,937.15,923.31,932.87,1574000000,932.87
2002-11-22,933.76,937.28,928.41,930.55,1626800000,930.55
2002-11-21,914.15,935.13,914.15,933.76,2415100000,933.76
2002-11-20,896.74,915.01,894.93,914.15,1517300000,914.15
2002-11-19,900.36,905.45,893.09,896.74,1337400000,896.74
2002-11-18,909.83,915.91,899.48,900.36,1282600000,900.36
2002-11-15,904.27,910.21,895.35,909.83,1400100000,909.83
2002-11-14,882.53,904.27,882.53,904.27,1519000000,904.27
2002-11-13,882.95,892.51,872.05,882.53,1463400000,882.53
2002-11-12,876.19,894.30,876.19,882.95,1377100000,882.95
2002-11-11,894.74,894.74,874.63,876.19,1113000000,876.19
2002-11-08,902.65,910.11,891.62,894.74,1446500000,894.74
2002-11-07,923.76,923.76,898.68,902.65,1466900000,902.65
2002-11-06,915.39,925.66,905.00,923.76,1674000000,923.76
2002-11-05,908.35,915.83,904.91,915.39,1354100000,915.39
2002-11-04,900.96,924.58,900.96,908.35,1645900000,908.35
2002-11-01,885.76,903.42,877.71,900.96,1450400000,900.96
2002-10-31,890.71,898.83,879.75,885.76,1641300000,885.76
2002-10-30,882.15,895.28,879.19,890.71,1422300000,890.71
2002-10-29,890.23,890.64,867.91,882.15,1529700000,882.15
2002-10-28,897.65,907.44,886.15,890.23,1382600000,890.23
2002-10-25,882.50,897.71,877.03,897.65,1340400000,897.65
2002-10-24,896.14,902.94,879.00,882.50,1700570000,882.50
2002-10-23,890.16,896.14,873.82,896.14,1593900000,896.14
2002-10-22,899.72,899.72,882.40,890.16,1549200000,890.16
2002-10-21,884.39,900.69,873.06,899.72,1447000000,899.72
2002-10-18,879.20,886.68,866.58,884.39,1423100000,884.39
2002-10-17,860.02,885.35,860.02,879.20,1780390000,879.20
2002-10-16,881.27,881.27,856.28,860.02,1585000000,860.02
2002-10-15,841.44,881.27,841.44,881.27,1956000000,881.27
2002-10-14,835.32,844.39,828.37,841.44,1200300000,841.44
2002-10-11,803.92,843.27,803.92,835.32,1854130000,835.32
2002-10-10,776.76,806.51,768.63,803.92,2090230000,803.92
2002-10-09,798.55,798.55,775.80,776.76,1885030000,776.76
2002-10-08,785.28,808.86,779.50,798.55,1938430000,798.55
2002-10-07,800.58,808.21,782.96,785.28,1576500000,785.28
2002-10-04,818.95,825.90,794.10,800.58,1835930000,800.58
2002-10-03,827.91,840.02,817.25,818.95,1674500000,818.95
2002-10-02,843.77,851.93,826.50,827.91,1668900000,827.91
2002-10-01,815.28,847.93,812.82,847.91,1780900000,847.91
2002-09-30,827.37,827.37,800.20,815.28,1721870000,815.28
2002-09-27,854.95,854.95,826.84,827.37,1507300000,827.37
2002-09-26,839.66,856.60,839.66,854.95,1650000000,854.95
2002-09-25,819.27,844.22,818.46,839.66,1651500000,839.66
2002-09-24,833.70,833.70,817.38,819.29,1670240000,819.29
2002-09-23,845.39,845.39,825.76,833.70,1381100000,833.70
2002-09-20,843.32,849.32,839.09,845.39,1792800000,845.39
2002-09-19,869.46,869.46,843.09,843.32,1524000000,843.32
2002-09-18,873.52,878.45,857.39,869.46,1501000000,869.46
2002-09-17,891.10,902.68,872.38,873.52,1448600000,873.52
2002-09-16,889.81,891.84,878.91,891.10,1001400000,891.10
2002-09-13,886.91,892.75,877.05,889.81,1271000000,889.81
2002-09-12,909.45,909.45,884.84,886.91,1191600000,886.91
2002-09-11,910.63,924.02,908.47,909.45,846600000,909.45
2002-09-10,902.96,909.89,900.50,909.58,1186400000,909.58
2002-09-09,893.92,907.34,882.92,902.96,1130600000,902.96
2002-09-06,879.15,899.07,879.15,893.92,1184500000,893.92
2002-09-05,893.40,893.40,870.50,879.15,1401300000,879.15
2002-09-04,878.02,896.10,875.73,893.40,1372100000,893.40
2002-09-03,916.07,916.07,877.51,878.02,1289800000,878.02
2002-08-30,917.80,928.15,910.17,916.07,929900000,916.07
2002-08-29,917.87,924.59,903.33,917.80,1271100000,917.80
2002-08-28,934.82,934.82,913.21,917.87,1146600000,917.87
2002-08-27,947.95,955.82,930.36,934.82,1307700000,934.82
2002-08-26,940.86,950.80,930.42,947.95,1016900000,947.95
2002-08-23,962.70,962.70,937.17,940.86,1071500000,940.86
2002-08-22,949.36,965.00,946.43,962.70,1373000000,962.70
2002-08-21,937.43,951.59,931.32,949.36,1353100000,949.36
2002-08-20,950.70,950.70,931.86,937.43,1308500000,937.43
2002-08-19,928.77,951.17,927.21,950.70,1299800000,950.70
2002-08-16,930.25,935.38,916.21,928.77,1265300000,928.77
2002-08-15,919.62,933.29,918.17,930.25,1505100000,930.25
2002-08-14,884.21,920.21,876.20,919.62,1533800000,919.62
2002-08-13,903.80,911.71,883.62,884.21,1297700000,884.21
2002-08-12,908.64,908.64,892.38,903.80,1036500000,903.80
2002-08-09,898.73,913.95,890.77,908.64,1294900000,908.64
2002-08-08,876.77,905.84,875.17,905.46,1646700000,905.46
2002-08-07,859.57,878.74,854.15,876.77,1490400000,876.77
2002-08-06,834.60,874.44,834.60,859.57,1514100000,859.57
2002-08-05,864.24,864.24,833.44,834.60,1425500000,834.60
2002-08-02,884.40,884.72,853.95,864.24,1538100000,864.24
2002-08-01,911.62,911.62,882.48,884.66,1672200000,884.66
2002-07-31,902.78,911.64,889.88,911.62,2049360000,911.62
2002-07-30,898.96,909.81,884.70,902.78,1826090000,902.78
2002-07-29,852.84,898.96,852.84,898.96,1778650000,898.96
2002-07-26,838.68,852.85,835.92,852.84,1796100000,852.84
2002-07-25,843.42,853.83,816.11,838.68,2424700000,838.68
2002-07-24,797.71,844.32,775.68,843.43,2775560000,843.43
2002-07-23,819.85,827.69,796.13,797.70,2441020000,797.70
2002-07-22,847.76,854.13,813.26,819.85,2248060000,819.85
2002-07-19,881.56,881.56,842.07,847.75,2654100000,847.75
2002-07-18,905.45,907.80,880.60,881.56,1736300000,881.56
2002-07-17,901.05,926.52,895.03,906.04,2566500000,906.04
2002-07-16,917.93,918.65,897.13,900.94,1843700000,900.94
2002-07-15,921.39,921.39,876.46,917.93,2574800000,917.93
2002-07-12,927.37,934.31,913.71,921.39,1607400000,921.39
2002-07-11,920.47,929.16,900.94,927.37,2080480000,927.37
2002-07-10,952.83,956.34,920.29,920.47,1816900000,920.47
2002-07-09,976.98,979.63,951.71,952.83,1348900000,952.83
2002-07-08,989.03,993.56,972.91,976.98,1184400000,976.98
2002-07-05,953.99,989.07,953.99,989.03,699400000,989.03
2002-07-03,948.09,954.30,934.87,953.99,1527800000,953.99
2002-07-02,968.65,968.65,945.54,948.09,1823000000,948.09
2002-07-01,989.82,994.46,967.43,968.65,1425500000,968.65
2002-06-28,990.64,1001.79,988.31,989.82,2117000000,989.82
2002-06-27,973.53,990.67,963.74,990.64,1908600000,990.64
2002-06-26,976.14,977.43,952.92,973.53,2014290000,973.53
2002-06-25,992.72,1005.88,974.21,976.14,1513700000,976.14
2002-06-24,989.14,1002.11,970.85,992.72,1552600000,992.72
2002-06-21,1006.29,1006.29,985.65,989.14,1497200000,989.14
2002-06-20,1019.99,1023.33,1004.59,1006.29,1389700000,1006.29
2002-06-19,1037.14,1037.61,1017.88,1019.99,1336100000,1019.99
2002-06-18,1036.17,1040.83,1030.92,1037.14,1193100000,1037.14
2002-06-17,1007.27,1036.17,1007.27,1036.17,1236600000,1036.17
2002-06-14,1009.56,1009.56,981.63,1007.27,1549000000,1007.27
2002-06-13,1020.26,1023.47,1008.12,1009.56,1405500000,1009.56
2002-06-12,1013.26,1021.85,1002.58,1020.26,1795720000,1020.26
2002-06-11,1030.74,1039.04,1012.94,1013.60,1212400000,1013.60
2002-06-10,1027.53,1038.18,1025.45,1030.74,1226200000,1030.74
2002-06-07,1029.15,1033.02,1012.49,1027.53,1341300000,1027.53
2002-06-06,1049.90,1049.90,1026.91,1029.15,1601500000,1029.15
2002-06-05,1040.69,1050.11,1038.84,1049.90,1300100000,1049.90
2002-06-04,1040.68,1046.06,1030.52,1040.69,1466600000,1040.69
2002-06-03,1067.14,1070.74,1039.90,1040.68,1324300000,1040.68
2002-05-31,1064.66,1079.93,1064.66,1067.14,1277300000,1067.14
2002-05-30,1067.66,1069.50,1054.26,1064.66,1286600000,1064.66
2002-05-29,1074.55,1074.83,1067.66,1067.66,1081800000,1067.66
2002-05-28,1083.82,1085.98,1070.31,1074.55,996500000,1074.55
2002-05-24,1097.08,1097.08,1082.19,1083.82,885400000,1083.82
2002-05-23,1086.02,1097.10,1080.55,1097.08,1192900000,1097.08
2002-05-22,1079.88,1086.02,1075.64,1086.02,1136300000,1086.02
2002-05-21,1091.88,1099.55,1079.08,1079.88,1200500000,1079.88
2002-05-20,1106.59,1106.59,1090.61,1091.88,989800000,1091.88
2002-05-17,1098.23,1106.59,1096.77,1106.59,1274400000,1106.59
2002-05-16,1091.07,1099.29,1089.17,1098.23,1256600000,1098.23
2002-05-15,1097.28,1104.23,1088.94,1091.07,1420200000,1091.07
2002-05-14,1074.56,1097.71,1074.56,1097.28,1414500000,1097.28
2002-05-13,1054.99,1074.84,1053.90,1074.56,1088600000,1074.56
2002-05-10,1073.01,1075.43,1053.93,1054.99,1171900000,1054.99
2002-05-09,1088.85,1088.85,1072.23,1073.01,1153000000,1073.01
2002-05-08,1049.49,1088.92,1049.49,1088.85,1502000000,1088.85
2002-05-07,1052.67,1058.67,1048.96,1049.49,1354700000,1049.49
2002-05-06,1073.43,1075.96,1052.65,1052.67,1122600000,1052.67
2002-05-03,1084.56,1084.56,1068.89,1073.43,1284500000,1073.43
2002-05-02,1086.46,1091.42,1079.46,1084.56,1364000000,1084.56
2002-05-01,1076.92,1088.32,1065.29,1086.46,1451400000,1086.46
2002-04-30,1065.45,1082.62,1063.46,1076.92,1628600000,1076.92
2002-04-29,1076.32,1078.95,1063.62,1065.45,1314700000,1065.45
2002-04-26,1091.48,1096.77,1076.31,1076.32,1374200000,1076.32
2002-04-25,1093.14,1094.36,1084.81,1091.48,1517400000,1091.48
2002-04-24,1100.96,1108.46,1092.51,1093.14,1373200000,1093.14
2002-04-23,1107.83,1111.17,1098.94,1100.96,1388500000,1100.96
2002-04-22,1125.17,1125.17,1105.62,1107.83,1181800000,1107.83
2002-04-19,1124.47,1128.82,1122.59,1125.17,1185000000,1125.17
2002-04-18,1126.07,1130.49,1109.29,1124.47,1359300000,1124.47
2002-04-17,1128.37,1133.00,1123.37,1126.07,1376900000,1126.07
2002-04-16,1102.55,1129.40,1102.55,1128.37,1341300000,1128.37
2002-04-15,1111.01,1114.86,1099.41,1102.55,1120400000,1102.55
2002-04-12,1103.69,1112.77,1102.74,1111.01,1282100000,1111.01
2002-04-11,1130.47,1130.47,1102.42,1103.69,1505600000,1103.69
2002-04-10,1117.80,1131.76,1117.80,1130.47,1447900000,1130.47
2002-04-09,1125.29,1128.29,1116.73,1117.80,1235400000,1117.80
2002-04-08,1122.73,1125.41,1111.79,1125.29,1095300000,1125.29
2002-04-05,1126.34,1133.31,1119.49,1122.73,1110200000,1122.73
2002-04-04,1125.40,1130.45,1120.06,1126.34,1283800000,1126.34
2002-04-03,1136.76,1138.85,1119.68,1125.40,1219700000,1125.40
2002-04-02,1146.54,1146.54,1135.71,1136.76,1176700000,1136.76
2002-04-01,1147.39,1147.84,1132.87,1146.54,1050900000,1146.54
2002-03-28,1144.58,1154.45,1144.58,1147.39,1147600000,1147.39
2002-03-27,1138.49,1146.95,1135.33,1144.58,1180100000,1144.58
2002-03-26,1131.87,1147.00,1131.61,1138.49,1223600000,1138.49
2002-03-25,1148.70,1151.04,1131.87,1131.87,1057900000,1131.87
2002-03-22,1153.59,1156.49,1144.60,1148.70,1243300000,1148.70
2002-03-21,1151.85,1155.10,1139.48,1153.59,1339200000,1153.59
2002-03-20,1170.29,1170.29,1151.61,1151.85,1304900000,1151.85
2002-03-19,1165.55,1173.94,1165.55,1170.29,1255000000,1170.29
2002-03-18,1166.16,1172.73,1159.14,1165.55,1169500000,1165.55
2002-03-15,1153.04,1166.48,1153.04,1166.16,1493900000,1166.16
2002-03-14,1154.09,1157.83,1151.08,1153.04,1208800000,1153.04
2002-03-13,1165.58,1165.58,1151.01,1154.09,1354000000,1154.09
2002-03-12,1168.26,1168.26,1154.34,1165.58,1304400000,1165.58
2002-03-11,1164.31,1173.03,1159.58,1168.26,1210200000,1168.26
2002-03-08,1157.54,1172.76,1157.54,1164.31,1412000000,1164.31
2002-03-07,1162.77,1167.94,1150.69,1157.54,1517400000,1157.54
2002-03-06,1146.14,1165.29,1145.11,1162.77,1541300000,1162.77
2002-03-05,1153.84,1157.74,1144.78,1146.14,1549300000,1146.14
2002-03-04,1131.78,1153.84,1130.93,1153.84,1594300000,1153.84
2002-03-01,1106.73,1131.79,1106.73,1131.78,1456500000,1131.78
2002-02-28,1109.89,1121.57,1106.73,1106.73,1392200000,1106.73
2002-02-27,1109.38,1123.06,1102.26,1109.89,1393800000,1109.89
2002-02-26,1109.43,1115.05,1101.72,1109.38,1309200000,1109.38
2002-02-25,1089.84,1112.71,1089.84,1109.43,1367400000,1109.43
2002-02-22,1080.95,1093.93,1074.39,1089.84,1411000000,1089.84
2002-02-21,1097.98,1101.50,1080.24,1080.95,1381600000,1080.95
2002-02-20,1083.34,1098.32,1074.36,1097.98,1438900000,1097.98
2002-02-19,1104.18,1104.18,1082.24,1083.34,1189900000,1083.34
2002-02-15,1116.48,1117.09,1103.23,1104.18,1359200000,1104.18
2002-02-14,1118.51,1124.72,1112.30,1116.48,1272500000,1116.48
2002-02-13,1107.50,1120.56,1107.50,1118.51,1215900000,1118.51
2002-02-12,1111.94,1112.68,1102.98,1107.50,1094200000,1107.50
2002-02-11,1096.22,1112.01,1094.68,1111.94,1159400000,1111.94
2002-02-08,1080.17,1096.30,1079.91,1096.22,1371900000,1096.22
2002-02-07,1083.51,1094.03,1078.44,1080.17,1441600000,1080.17
2002-02-06,1090.02,1093.58,1077.78,1083.51,1665800000,1083.51
2002-02-05,1094.44,1100.96,1082.58,1090.02,1778300000,1090.02
2002-02-04,1122.20,1122.20,1092.25,1094.44,1437600000,1094.44
2002-02-01,1130.20,1130.20,1118.51,1122.20,1367200000,1122.20
2002-01-31,1113.57,1130.21,1113.30,1130.20,1557000000,1130.20
2002-01-30,1100.64,1113.79,1081.66,1113.57,2019600000,1113.57
2002-01-29,1133.06,1137.47,1098.74,1100.64,1812000000,1100.64
2002-01-28,1133.28,1138.63,1126.66,1133.06,1186800000,1133.06
2002-01-25,1132.15,1138.31,1127.82,1133.28,1345100000,1133.28
2002-01-24,1128.18,1139.50,1128.18,1132.15,1552800000,1132.15
2002-01-23,1119.31,1131.94,1117.43,1128.18,1479200000,1128.18
2002-01-22,1127.58,1135.26,1117.91,1119.31,1311600000,1119.31
2002-01-18,1138.88,1138.88,1124.45,1127.58,1333300000,1127.58
2002-01-17,1127.57,1139.27,1127.57,1138.88,1380100000,1138.88
2002-01-16,1146.19,1146.19,1127.49,1127.57,1482500000,1127.57
2002-01-15,1138.41,1148.81,1136.88,1146.19,1386900000,1146.19
2002-01-14,1145.60,1145.60,1138.15,1138.41,1286400000,1138.41
2002-01-11,1156.55,1159.41,1145.45,1145.60,1211900000,1145.60
2002-01-10,1155.14,1159.93,1150.85,1156.55,1299000000,1156.55
2002-01-09,1160.71,1174.26,1151.89,1155.14,1452000000,1155.14
2002-01-08,1164.89,1167.60,1157.46,1160.71,1258800000,1160.71
2002-01-07,1172.51,1176.97,1163.55,1164.89,1308300000,1164.89
2002-01-04,1165.27,1176.55,1163.42,1172.51,1513000000,1172.51
2002-01-03,1154.67,1165.27,1154.01,1165.27,1398900000,1165.27
2002-01-02,1148.08,1154.67,1136.23,1154.67,1171000000,1154.67
2001-12-31,1161.02,1161.16,1148.04,1148.08,943600000,1148.08
2001-12-28,1157.13,1164.64,1157.13,1161.02,917400000,1161.02
2001-12-27,1149.37,1157.13,1149.37,1157.13,876300000,1157.13
2001-12-26,1144.65,1159.18,1144.65,1149.37,791100000,1149.37
2001-12-24,1144.89,1147.83,1144.62,1144.65,439670000,1144.65
2001-12-21,1139.93,1147.46,1139.93,1144.89,1694000000,1144.89
2001-12-20,1149.56,1151.42,1139.93,1139.93,1490500000,1139.93
2001-12-19,1142.92,1152.44,1134.75,1149.56,1484900000,1149.56
2001-12-18,1134.36,1145.10,1134.36,1142.92,1354000000,1142.92
2001-12-17,1123.09,1137.30,1122.66,1134.36,1260400000,1134.36
2001-12-14,1119.38,1128.28,1114.53,1123.09,1306800000,1123.09
2001-12-13,1137.07,1137.07,1117.85,1119.38,1511500000,1119.38
2001-12-12,1136.76,1141.58,1126.01,1137.07,1449700000,1137.07
2001-12-11,1139.93,1150.89,1134.32,1136.76,1367200000,1136.76
2001-12-10,1158.31,1158.31,1139.66,1139.93,1218700000,1139.93
2001-12-07,1167.10,1167.10,1152.66,1158.31,1248200000,1158.31
2001-12-06,1170.35,1173.35,1164.43,1167.10,1487900000,1167.10
2001-12-05,1143.77,1173.62,1143.77,1170.35,1765300000,1170.35
2001-12-04,1129.90,1144.80,1128.86,1144.80,1318500000,1144.80
2001-12-03,1139.45,1139.45,1125.78,1129.90,1202900000,1129.90
2001-11-30,1140.20,1143.57,1135.89,1139.45,1343600000,1139.45
2001-11-29,1128.52,1140.40,1125.51,1140.20,1375700000,1140.20
2001-11-28,1149.50,1149.50,1128.29,1128.52,1423700000,1128.52
2001-11-27,1157.42,1163.38,1140.81,1149.50,1288000000,1149.50
2001-11-26,1150.34,1157.88,1146.17,1157.42,1129800000,1157.42
2001-11-23,1137.03,1151.05,1135.90,1150.34,410300000,1150.34
2001-11-21,1142.66,1142.66,1129.78,1137.03,1029300000,1137.03
2001-11-20,1151.06,1152.45,1142.17,1142.66,1330200000,1142.66
2001-11-19,1138.65,1151.06,1138.65,1151.06,1316800000,1151.06
2001-11-16,1142.24,1143.52,1129.92,1138.65,1337400000,1138.65
2001-11-15,1141.21,1146.46,1135.06,1142.24,1454500000,1142.24
2001-11-14,1139.09,1148.28,1132.87,1141.21,1443400000,1141.21
2001-11-13,1118.33,1139.14,1118.33,1139.09,1370100000,1139.09
2001-11-12,1120.31,1121.71,1098.32,1118.33,991600000,1118.33
2001-11-09,1118.54,1123.02,1111.13,1120.31,1093800000,1120.31
2001-11-08,1115.80,1135.75,1115.42,1118.54,1517500000,1118.54
2001-11-07,1118.86,1126.62,1112.98,1115.80,1411300000,1115.80
2001-11-06,1102.84,1119.73,1095.36,1118.86,1356000000,1118.86
2001-11-05,1087.20,1106.72,1087.20,1102.84,1267700000,1102.84
2001-11-02,1084.10,1089.63,1075.58,1087.20,1121900000,1087.20
2001-11-01,1059.78,1085.61,1054.31,1084.10,1317400000,1084.10
2001-10-31,1059.79,1074.79,1057.55,1059.78,1352500000,1059.78
2001-10-30,1078.30,1078.30,1053.61,1059.79,1297400000,1059.79
2001-10-29,1104.61,1104.61,1078.30,1078.30,1106100000,1078.30
2001-10-26,1100.09,1110.61,1094.24,1104.61,1244500000,1104.61
2001-10-25,1085.20,1100.09,1065.64,1100.09,1364400000,1100.09
2001-10-24,1084.78,1090.26,1079.98,1085.20,1336200000,1085.20
2001-10-23,1089.90,1098.99,1081.53,1084.78,1317300000,1084.78
2001-10-22,1073.48,1090.57,1070.79,1089.90,1105700000,1089.90
2001-10-19,1068.61,1075.52,1057.24,1073.48,1294900000,1073.48
2001-10-18,1077.09,1077.94,1064.54,1068.61,1262900000,1068.61
2001-10-17,1097.54,1107.12,1076.57,1077.09,1452200000,1077.09
2001-10-16,1089.98,1101.66,1087.13,1097.54,1210500000,1097.54
2001-10-15,1091.65,1091.65,1078.19,1089.98,1024700000,1089.98
2001-10-12,1097.43,1097.43,1072.15,1091.65,1331400000,1091.65
2001-10-11,1080.99,1099.16,1080.99,1097.43,1704580000,1097.43
2001-10-10,1056.75,1081.62,1052.76,1080.99,1312400000,1080.99
2001-10-09,1062.44,1063.37,1053.83,1056.75,1227800000,1056.75
2001-10-08,1071.37,1071.37,1056.88,1062.44,979000000,1062.44
2001-10-05,1069.62,1072.35,1053.50,1071.38,1301700000,1071.38
2001-10-04,1072.28,1084.12,1067.82,1069.63,1609100000,1069.63
2001-10-03,1051.33,1075.38,1041.48,1072.28,1650600000,1072.28
2001-10-02,1038.55,1051.33,1034.47,1051.33,1289800000,1051.33
2001-10-01,1040.94,1040.94,1026.76,1038.55,1175600000,1038.55
2001-09-28,1018.61,1040.94,1018.61,1040.94,1631500000,1040.94
2001-09-27,1007.04,1018.92,998.24,1018.61,1467000000,1018.61
2001-09-26,1012.27,1020.29,1002.62,1007.04,1519100000,1007.04
2001-09-25,1003.45,1017.14,998.33,1012.27,1613800000,1012.27
2001-09-24,965.80,1008.44,965.80,1003.45,1746600000,1003.45
2001-09-21,984.54,984.54,944.75,965.80,2317300000,965.80
2001-09-20,1016.10,1016.10,984.49,984.54,2004800000,984.54
2001-09-19,1032.74,1038.91,984.62,1016.10,2120550000,1016.10
2001-09-18,1038.77,1046.42,1029.25,1032.74,1650410000,1032.74
2001-09-17,1092.54,1092.54,1037.46,1038.77,2330830000,1038.77
2001-09-10,1085.78,1096.94,1073.15,1092.54,1276600000,1092.54
2001-09-07,1106.40,1106.40,1082.12,1085.78,1424300000,1085.78
2001-09-06,1131.74,1131.74,1105.83,1106.40,1359700000,1106.40
2001-09-05,1132.94,1135.52,1114.86,1131.74,1384500000,1131.74
2001-09-04,1133.58,1155.40,1129.06,1132.94,1178300000,1132.94
2001-08-31,1129.03,1141.83,1126.38,1133.58,920100000,1133.58
2001-08-30,1148.60,1151.75,1124.87,1129.03,1157000000,1129.03
2001-08-29,1161.51,1166.97,1147.38,1148.56,963700000,1148.56
2001-08-28,1179.21,1179.66,1161.17,1161.51,987100000,1161.51
2001-08-27,1184.93,1186.85,1178.07,1179.21,842600000,1179.21
2001-08-24,1162.09,1185.15,1162.09,1184.93,1043600000,1184.93
2001-08-23,1165.31,1169.86,1160.96,1162.09,986200000,1162.09
2001-08-22,1157.26,1168.56,1153.34,1165.31,1110800000,1165.31
2001-08-21,1171.41,1179.85,1156.56,1157.26,1041600000,1157.26
